Csec_ID,GeneID,proteinID,domain,annotation,GO
Csec_G09074,B7P43_G09074,PNF17130.1,MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|-|GO:0003676
Csec_G09354,B7P43_G09354,PNF42450.1,MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|-|GO:0003676
Csec_G11448,B7P43_G11448,PNF37715.1,MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|-|GO:0003676
Csec_G12442,B7P43_G12442,PNF13785.1,MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|-|GO:0003676
Csec_G12654,B7P43_G12654,PNF31284.1,MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|-|GO:0003676
Csec_G12885,B7P43_G12885,PNF18970.1,MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|-|GO:0003676
Csec_G13394,B7P43_G13394,PNF33174.1,MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|-|GO:0003676
Csec_G13631,B7P43_G13631,PNF42722.1,MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|-|GO:0003676
Csec_G17285,B7P43_G17285,PNF13652.1,MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|-|GO:0003676
Csec_G03979,B7P43_G03979,PNF38519.1|PNF38520.1,"MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase|ATPsynthase alpha/beta subunit N-term extension|N-terminal domain of alpha and beta subunits of F1 ATP synthase|V-type ATP synthase alpha chain [atpA].|V-TYPE PROTON ATPASE CATALYTIC SUBUNIT A|V-ATPase_V1_A: V-type ATPase, A subunit|ATP synthase alpha and beta subunits signature.|C-terminal domain of alpha and beta subunits of F1 ATP synthase|ATP synthase alpha/beta family, nucleotide-binding domain|ATP-synt_V_A-type_alpha_N|ATP-synt_V_A-type_alpha_C|V_A-ATPase_A|ATP synthase alpha/beta family, beta-barrel domain|P-loop containing nucleoside triphosphate hydrolases","Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain|ATPsynthase alpha/beta subunit, N-terminal extension|ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain superfamily|V-type ATP synthase catalytic alpha chain|ATPase, V1 complex, subunit A|ATPase, alpha/beta subunit, nucleotide-binding domain, active site|ATPase, F1/V1 complex, beta/alpha subunit, C-terminal|ATP synthase subunit alpha, N-terminal domain-like superfamily|ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain|P-loop containing nucleoside triphosphate hydrolase|ATPase, F1/V1/A1 complex, alpha/beta subunit, N-terminal domain",NA|-|GO:0003676|-|GO:0046034|GO:1902600|NA|GO:0046034|GO:0046961|GO:0033180|GO:0046961|GO:1902600|GO:0005524
Csec_G07549,B7P43_G07549,PNF28165.1|PNF28166.1,"MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase|BTB/POZ domain|BTB_POZ_KCTD9|BTB domain profile.|Pentapeptide repeats (8 copies)|KHA, dimerisation domain of potassium ion channel|Doublecortin domain profile.|KHA domain profile.|BTB/POZ DOMAIN-CONTAINING PROTEIN KCTD9|Doublecortin domain|Doublecortin (DC)|POZ domain|Pentapeptide repeat-like|KHA|doub1_11|Potassium Channel Kv1.1; Chain A|UNCHARACTERIZED|BTB_4","Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain|Potassium channel tetramerisation-type BTB domain|BTB/POZ domain|Pentapeptide repeat|KHA domain|Doublecortin domain|Doublecortin domain superfamily|SKP1/BTB/POZ domain superfamily",NA|-|GO:0003676|GO:0051260|NA|GO:0005515|-|GO:0035556
Csec_G00449,B7P43_G00449,PNF37314.1|PNF37315.1,MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|HTH domain in Mos1 transposase|LDL-receptor class B (LDLRB) repeat profile.|Calcium-binding EGF domain|Low-density lipoprotein receptor repeat class B|LY_2|Laminin|NIDOGEN 1|EGF-like domain signature 2.|GFP-like|EGF_CA|EGF-like domain profile.|ylk_9|EGF|EGF domain|NIDO domain profile.|G2F domain|Nidogen G2 beta-barrel domain profile.|Green fluorescent protein|Calcium-binding EGF-like domain signature.|EGF-LIKE DOMAIN-CONTAINING PROTEIN|YWTD domain|EGF/Laminin|egf_5|Nidogen-like|egfca_6|nidG2|1g2_nido|Aspartic acid and asparagine hydroxylation site.|Growth factor receptor domain,"Transposase, type 1|Ribonuclease H superfamily|Mos1 transposase, HTH domain|LDLR class B repeat|EGF-like calcium-binding domain|EGF-like domain|Green fluorescent protein|NIDO domain|EGF domain|G2 nidogen/fibulin G2F|EGF-like calcium-binding, conserved site|EGF-type aspartate/asparagine hydroxylation site|Six-bladed beta-propeller, TolB-like|Growth factor receptor cysteine-rich domain superfamily",NA|-|GO:0003676|-|GO:0005509|NA|GO:0007160
Csec_G10842,B7P43_G10842,PNF16276.1,"MARINER MOS1 TRANSPOSASE-LIKE PROTEIN|Transposase (partial DDE domain)|Type VI secretion system, EvfB, or VasL","Transposase, type 1|ImpA, C-terminal|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G11171,B7P43_G11171,PNF36776.1,MITOCHONDRIAL UBIQUITIN LIGASE ACTIVATOR OF NFKB 1,Ribonuclease H superfamily,NA|GO:0003676
Csec_G05793,B7P43_G05793,PNF17834.1,NUCLEOTIDE KINASE|UMP-CMP KINASE 2|UMP_CMP_kin_fam: UMP-CMP kinase family|HTH domain in Mos1 transposase|Adenylate kinase [adk].|Adenylate kinase signature|Adenylate kinase signature.|Adenylate kinase|P-loop containing nucleoside triphosphate hydrolases|ADK,"Ribonuclease H superfamily|Adenylate kinase/UMP-CMP kinase|UMP-CMP kinase|Mos1 transposase, HTH domain|P-loop containing nucleoside triphosphate hydrolase|Adenylate kinase, conserved site",GO:0003676|GO:0005524|GO:0006139|GO:0019205|NA|GO:0004127|GO:0006207|GO:0006221|GO:0009041|-
Csec_G08206,B7P43_G08206,PNF19246.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED 4-RELATED|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G15857,B7P43_G15857,PNF24209.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED 4-RELATED|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G13948,B7P43_G13948,PNF34414.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED 4-RELATED|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4|DDE_Tnp_1-like zinc-ribbon,"PiggyBac transposable element-derived protein|PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon",NA|-
Csec_G07023,B7P43_G07023,PNF14813.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED 4-RELATED|Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4,PiggyBac transposable element-derived protein,NA|-
Csec_G00790,B7P43_G00790,PNF31583.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Bbox1|DDE_Tnp_1-like zinc-ribbon|Transposase IS4,"PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon|PiggyBac transposable element-derived protein",NA|-
Csec_G14569,B7P43_G14569,PNF16251.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|DDE_Tnp_1-like zinc-ribbon|Transposase IS4,"PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon|PiggyBac transposable element-derived protein",NA|-
Csec_G13170,B7P43_G13170,PNF23367.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|DDE_Tnp_1-like zinc-ribbon|Transposase IS4,"PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon|PiggyBac transposable element-derived protein",NA|-
Csec_G02828,B7P43_G02828,PNF32122.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G03083,B7P43_G03083,PNF24617.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G07026,B7P43_G07026,PNF14815.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G08364,B7P43_G08364,PNF24981.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G12835,B7P43_G12835,PNF13779.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G12840,B7P43_G12840,PNF23916.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G13061,B7P43_G13061,PNF29691.1|PNF29692.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G16742,B7P43_G16742,PNF41824.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G17113,B7P43_G17113,PNF40775.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G17736,B7P43_G17736,PNF14142.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G18177,B7P43_G18177,PNF39361.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G15346,B7P43_G15346,PNF19708.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G05305,B7P43_G05305,PNF27232.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G06584,B7P43_G06584,PNF17185.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G07535,B7P43_G07535,PNF21054.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G15106,B7P43_G15106,PNF28985.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G15597,B7P43_G15597,PNF15655.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G15809,B7P43_G15809,PNF34306.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G16582,B7P43_G16582,PNF40831.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G17754,B7P43_G17754,PNF18224.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G17805,B7P43_G17805,PNF34180.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G14103,B7P43_G14103,PNF15208.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,Ribonuclease H superfamily|PiggyBac transposable element-derived protein,NA|GO:0003676|-
Csec_G00355,B7P43_G00355,PNF38061.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G00540,B7P43_G00540,PNF36309.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G00903,B7P43_G00903,PNF43989.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G00940,B7P43_G00940,PNF15399.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G01790,B7P43_G01790,PNF21950.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G02749,B7P43_G02749,PNF17014.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G04175,B7P43_G04175,PNF33381.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G05522,B7P43_G05522,PNF42225.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G05598,B7P43_G05598,PNF23535.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G07092,B7P43_G07092,PNF14286.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G07847,B7P43_G07847,PNF27168.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G08679,B7P43_G08679,PNF13960.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G09102,B7P43_G09102,PNF24473.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G09348,B7P43_G09348,PNF14710.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G11709,B7P43_G11709,PNF19047.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G11729,B7P43_G11729,PNF20867.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G13252,B7P43_G13252,PNF30391.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G14505,B7P43_G14505,PNF17588.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G14961,B7P43_G14961,PNF14553.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G15091,B7P43_G15091,PNF26919.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G15164,B7P43_G15164,PNF31176.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G15201,B7P43_G15201,PNF43671.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G15314,B7P43_G15314,PNF22458.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G15939,B7P43_G15939,PNF44102.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G16133,B7P43_G16133,PNF35737.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G16151,B7P43_G16151,PNF20244.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G16650,B7P43_G16650,PNF40809.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G16717,B7P43_G16717,PNF38711.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G17183,B7P43_G17183,PNF31638.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G17356,B7P43_G17356,PNF24699.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G17426,B7P43_G17426,PNF17065.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G17622,B7P43_G17622,PNF14150.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G18030,B7P43_G18030,PNF18924.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G18045,B7P43_G18045,PNF16191.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G18449,B7P43_G18449,PNF32593.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4,PiggyBac transposable element-derived protein,NA|-
Csec_G09165,B7P43_G09165,PNF25409.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4|Alcohol dehydrogenase transcription factor Myb/SANT-like,PiggyBac transposable element-derived protein|MADF domain,NA|-
Csec_G16570,B7P43_G16570,PNF41344.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4|Bbox1,PiggyBac transposable element-derived protein,NA|-
Csec_G03241,B7P43_G03241,PNF24104.1|PNF24105.1|PNF24106.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4|DDE_Tnp_1-like zinc-ribbon,"PiggyBac transposable element-derived protein|PiggyBac transposable element-derived protein 4, C-terminal zinc-ribbon",NA|-
Csec_G14678,B7P43_G14678,PNF36596.1|PNF36597.1|PNF36598.1|PNF36599.1,"PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4|EFh|Calponin homology (CH) domain profile.|PLASTIN-3|CH|Calponin-homology domain, CH-domain|Actinin-type actin-binding domain signature 2.|EF-hand calcium-binding domain profile.|EF-hand|FIMBRIN/PLASTIN|EF-hand calcium-binding domain.|ch_5|Calponin homology (CH) domain|Actinin-type actin-binding domain signature 1.|Calponin homology (CH) domain|Calponin homology (CH) domain profile.|EF-hand calcium-binding domain profile.|ch_5|EF-hand calcium-binding domain.|CH|EFh|EF hand|Actinin-type actin-binding domain signature 2.|PLASTIN-3|Calponin-homology domain, CH-domain|FIMBRIN/PLASTIN|EF-hand|Actinin-type actin-binding domain signature 1.|EF-hand calcium-binding domain profile.|EFh|efh_1|Calponin homology (CH) domain profile.|Actinin-type actin-binding domain signature 2.|CH|Calponin homology (CH) domain|FIMBRIN/PLASTIN|Calponin-homology domain, CH-domain|ch_5|EF-hand domain pair|Actinin-type actin-binding domain signature 1.|EF-hand calcium-binding domain.|EF-hand|PLASTIN-3","PiggyBac transposable element-derived protein|EF-hand domain|Calponin homology domain|CH domain superfamily|Plastin-2/3|Actinin-type actin-binding domain, conserved site|EF-hand domain pair|Fimbrin/Plastin|EF-Hand 1, calcium-binding site|CH domain superfamily|Calponin homology domain|EF-hand domain|EF-Hand 1, calcium-binding site|Actinin-type actin-binding domain, conserved site|Plastin-2/3|Fimbrin/Plastin|EF-hand domain pair|EF-hand domain|Calponin homology domain|Actinin-type actin-binding domain, conserved site|CH domain superfamily|Fimbrin/Plastin|EF-Hand 1, calcium-binding site|EF-hand domain pair|Plastin-2/3",NA|-|GO:0005509|GO:0005515|NA|-|GO:0051015|GO:0051017|-|GO:0005515|GO:0005509|GO:0051015|GO:0051017|NA|GO:0005509|GO:0005515|-|GO:0051015|GO:0051017|NA
Csec_G11642,B7P43_G11642,PNF16268.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED 4-RELATED,PiggyBac transposable element-derived protein,NA|-
Csec_G11510,B7P43_G11510,PNF22598.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED 4-RELATED,PiggyBac transposable element-derived protein,NA|-
Csec_G09791,B7P43_G09791,PNF19106.1|PNF19107.1|PNF19108.1|PNF19109.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4|PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 4|Transposase IS4|consensus disorder prediction,PiggyBac transposable element-derived protein,NA|-|NA
Csec_G12341,B7P43_G12341,PNF33655.1,PIGGYBAC TRANSPOSABLE ELEMENT-DERIVED PROTEIN 5|Transposase IS4,PiggyBac transposable element-derived protein 5|PiggyBac transposable element-derived protein,NA|GO:0004803|GO:0098038|-
Csec_G11402,B7P43_G11402,PNF14671.1,"PLEXUS, ISOFORM A",Ribonuclease H superfamily,NA|GO:0003676
Csec_G05712,B7P43_G05712,PNF34657.1,POGO TRANSPOSABLE ELEMENT WITH KRAB DOMAIN|TRANSPOSON|DDE superfamily endonuclease,Ribonuclease H superfamily|DDE superfamily endonuclease domain,NA|GO:0003676
Csec_G17777,B7P43_G17777,PNF17962.1,POGO TRANSPOSABLE ELEMENT WITH KRAB DOMAIN|TRANSPOSON|DDE superfamily endonuclease,Ribonuclease H superfamily|DDE superfamily endonuclease domain,NA|GO:0003676
Csec_G02460,B7P43_G02460,PNF32546.1,PRIMATE-EXPANDED PROTEIN FAMILY|HTH domain in Mos1 transposase|PROTEIN GVQW3,"Mos1 transposase, HTH domain",NA|-
Csec_G02188,B7P43_G02188,PNF17884.1,PRIMATE-EXPANDED PROTEIN FAMILY|HTH domain in Mos1 transposase|PROTEIN GVQW3,"Mos1 transposase, HTH domain|Ribonuclease H superfamily",NA|-|GO:0003676
Csec_G12878,B7P43_G12878,PNF18961.1,PRIMATE-EXPANDED PROTEIN FAMILY|HTH domain in Mos1 transposase|PROTEIN GVQW3,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",NA|GO:0003676|-
Csec_G13226,B7P43_G13226,PNF41490.1,PRIMATE-EXPANDED PROTEIN FAMILY|HTH domain in Mos1 transposase|PROTEIN GVQW3,"Ribonuclease H superfamily|Mos1 transposase, HTH domain",GO:0003676|NA|-
Csec_G03887,B7P43_G03887,PNF37916.1,PRIMATE-EXPANDED PROTEIN FAMILY|HTH domain in Mos1 transposase|PROTEIN GVQW3,"Mos1 transposase, HTH domain",NA|-
Csec_G11025,B7P43_G11025,PNF15753.1,PRIMATE-EXPANDED PROTEIN FAMILY|HTH domain in Mos1 transposase|PROTEIN GVQW3,"Mos1 transposase, HTH domain",NA|-
Csec_G13107,B7P43_G13107,PNF14597.1,PRIMATE-EXPANDED PROTEIN FAMILY|HTH domain in Mos1 transposase|PROTEIN GVQW3,"Mos1 transposase, HTH domain",NA|-
